created,username,source,text,retwc,hashtag,followers,friends,polarity,subjectivity
2021-06-12 11:09:55,Veliona,Twitter for Android,RT @aniiimess: Anime: Hunter x Hunter https://t.co/n2ULkpLjHh,1865,None,1,1,0.0,0.0
2021-06-12 11:09:52,neka,Twitter for Android,RT @AoTJewels: Top 10 anime betrayals https://t.co/vFCF16di3s,1649,None,352,263,0.5,0.5
2021-06-12 11:09:52,hersh / eshi TSUMUGI ILLUST ! 🗝,Twitter Web App,"RT @yagefudo: i have never liked and continue to not like the framing of the joseimuke genre as ""hot boys and easy gameplay for thristy str…",158,None,769,371,0.1277777777777778,0.8277777777777778
2021-06-12 11:09:52,🏳️‍🌈 Kurt Dexter N. Rodriguez 🏳️‍🌈,Twitter for Android,@Anime May she rest in peace https://t.co/7fJtjM6tSt,0,None,312,3732,0.0,0.0
2021-06-12 11:09:52,average ogatitos enjoyer,Twitter for Android,When Vanitas anime airs I'm gonna have to say goodbye to Sherlock pfp because Noe Archiviste will finally be here,0,None,1073,301,0.0,1.0
2021-06-12 11:09:52,𝘑𝘢𝘱𝘢𝘯𝘪𝘮𝘦 ✨,Twitter for iPhone,RT @MyAnimeContent: Anime foods 🍔 https://t.co/SzKxVt1YKP,121,None,300,22,0.0,0.0
2021-06-12 11:09:51,groupchat bot,groupchatebooks bot,Deku keeps watching anime about fucking hetalia,0,None,5,0,-0.6,0.8
2021-06-12 11:09:50,Warona,Twitter for Android,@desmonddd_ Anime,0,None,670,532,0.0,0.0
2021-06-12 11:09:50,fayt leingod,Twitter for Android,"RT @Anime: Hey, Chuunibyou fans! Today is Rikka Takanashi’s birthday. Like, RT, and Comment to wish her a great one today! 🎂 https://t.co/4…",21,None,10,32,1.0,0.75
2021-06-12 11:09:50,avy,Twitter for Android,"RT @bblnct_: Hendery

Anime anime anime anime 

Recommend to me quickly 🤩🤩🤩

asap",136,None,1616,1590,0.3333333333333333,0.5
2021-06-12 11:09:49,🦕Lee 🦕,Twitter for Android,"Just finished watching Trese on Netflix, the anime adaption to the Filipino Komik Trese by Budjeette Tan and Kajo B… https://t.co/Tm5bySWcJb",0,None,149,219,0.0,0.0
2021-06-12 11:09:49,sunaaaaa | tired asf,Twitter Web App,"RT @nana_blue22: Wonho x Atsumu
I see thighs, i see Atsumu.
#haikyuu #atsumu #atsumumiya #MONSTAX #haikyuufanart #miya #anime https://t.co/…",24,haikyuu,461,1113,0.0,0.0
2021-06-12 11:09:48,IITian,Twitter for Android,@vedanshityaar Anime is for kids,0,None,1257,943,0.0,0.0
2021-06-12 11:09:47,𝘑𝘢𝘱𝘢𝘯𝘪𝘮𝘦 ✨,Twitter for iPhone,RT @MyAnimeContent: Anime : Demon Slayer https://t.co/YULFKNmCI8,282,None,300,22,0.0,0.0
2021-06-12 11:09:46,𝐜𝐡𝐨𝐜𝐨.𝐦𝐢𝐥𝐤𝐲,Twitter for Android,"RT @noranikoletta: Look, it's the Lore Man but anime 👀 Hope you guys like it, it took me some time ^^

#GEORGENOTFOUND #georgenotfoundfanar…",1585,GEORGENOTFOUND,15,107,0.0,0.0
2021-06-12 11:09:46,BTG,Twitter for iPhone,"@davemeltzerWON It’s crazy that you think Kenny omega is the best in the world when he does like 5 moves, 5 differe… https://t.co/OyfzGQLI0x",0,None,33,284,0.2,0.6
2021-06-12 11:09:44,aniell,Twitter Web App,"Pa, please, it’s anime not teleserye 🥲🤚🏼",0,None,369,216,0.0,0.0
2021-06-12 11:09:40,Exolved Trunks,Twitter for Android,@Hinata_Designs u look an anime character,0,None,107,255,0.0,0.0
2021-06-12 11:09:38,ラフアエル,Twitter Web App,anime girls are ruining my life,0,None,75,252,0.0,0.0
2021-06-12 11:09:38,masumia,Twitter for Android,"RT @shinichisbitch: it makes me so happy when i see random people on the internet say that detective conan is a good anime/show, yes i know…",18,None,50,246,0.3333333333333333,0.7000000000000001
2021-06-12 11:09:37,I've got the keys to my Beamer,Twitter for Android,@MaGumbii Haha anime for me 😅,0,None,1458,903,0.2,0.3
2021-06-12 11:09:36,Min Vantae⁷ 🇵🇸🧈,Twitter for Android,"RT @AnimeContexts: Watching anime         Watching anime
when I was 6               now https://t.co/1aZMWjlte9",6492,None,332,979,0.0,0.0
2021-06-12 11:09:35,🎀 🌼wy aotm exams‏ 看¹²⁷,Twitter for iPhone,"RT @abouthendery: 210612 - 🧼 

“anime anime anime anime”
“give me a quick recommendation🤩🤩🤩”
“asap”
“👌”
“ bye 👋” https://t.co/H3TzSUeUGW",36,None,3453,2002,0.3333333333333333,0.5
2021-06-12 11:09:34,Skapokon 🏳️‍⚧️🐝,Twitter for Android,RT @luulubuu: I really hope they don't forget about this scene in the new castlevania anime https://t.co/gwgCChxaxQ,2617,None,298,478,0.16818181818181818,0.32727272727272727
2021-06-12 11:09:33,Andie makes sum art,TweetDeck,"RT @arlawrencewrite: #TreseOnNetflix superb, battling spirits and demon's #philipinofolklawtales #anime https://t.co/xZ30XJAg6T",2,TreseOnNetflix,2531,1620,1.0,1.0
2021-06-12 11:09:33,athy🇵🇸,Twitter for iPhone,I really risking my degree just for anime and manhwa😌,0,None,164,175,0.2,0.2
2021-06-12 11:09:32,resident qinghe nie auntie,Twitter Web App,"RT @jeralduy: Kudos to BASE Entertainment for making the Philippine flag a cityscape background art in #TreseOnNetflix anime 
#Trese #TabiT…",174,TreseOnNetflix,759,198,-0.8,1.0
2021-06-12 11:09:32,Muramasa ur so dumb ily,Twitter for Android,"RT @SomeStupidGoat: Decided to make my top 25 anime and manga, this was way harder than I thought it would be https://t.co/VPEGWvecUe",14,None,495,5002,0.2,0.25
2021-06-12 11:09:30,𝑨𝒚𝒆𝒊,Twitter for Android,"RT @AnimeContexts: Watching anime         Watching anime
when I was 6               now https://t.co/1aZMWjlte9",6492,None,52,91,0.0,0.0
2021-06-12 11:09:29,meg,Twitter for iPhone,"RT @AnimeContexts: Watching anime         Watching anime
when I was 6               now https://t.co/1aZMWjlte9",6492,None,1065,456,0.0,0.0
2021-06-12 11:09:29,KaryaNata08 ☻︎ AU/CERPEN on pinned ☺︎︎ Slow up ☹,Twitter for Android,"Imagination with 2D ☄. *. ⋆

Alternatif universe story with anime character (´͈  ᵕ `͈ ）

#anime #animetwt #animeau https://t.co/jT1am0cG4B",1,anime,59,5,0.0,0.0
2021-06-12 11:09:29,Oni,Twitter for Android,RT @yutaokkostu: congrats to attack on titan for being the only anime to have armin arlert and annie leonhardt https://t.co/f74glW4Lrc,188,None,810,791,0.0,1.0
2021-06-12 11:09:29,bebechifuyu,Twitter for Android,RT @YonkouProd: chainsaw man has the potential to be the greatest anime ever...the fanbase is insane...,994,None,8,41,0.0,1.0
2021-06-12 11:09:28,Your post quarantine nail tech,Twitter for iPhone,"RT @AnimeContexts: Watching anime         Watching anime
when I was 6               now https://t.co/1aZMWjlte9",6493,None,432,726,0.0,0.0
2021-06-12 11:09:27,Anime/HorrorFreak,Twitter for Android,@JohnnySpittin I'd pick blue because i know all three i watched the bleach anime but haven't read the manga i only… https://t.co/9sVnPvAQ68,0,None,10,64,0.0,0.55
2021-06-12 11:09:27,alyssa 🇵🇸,Twitter for Android,RT @YonkouProd: chainsaw man has the potential to be the greatest anime ever...the fanbase is insane...,994,None,532,355,0.0,1.0
2021-06-12 11:09:26,Bokep jav video porno pornstar no sensor hd live x,twittbot.net,which japanese language is used in anime,0,None,1112,0,0.0,0.0
2021-06-12 11:09:24,Bootleg,Twitter Web App,RT @TheGoldenSmurf: For some reasons the YGO Anime decided to nerf Joey hardcore in fighting. https://t.co/u54xcs1xnO,47,None,20,481,0.0,0.0
2021-06-12 11:09:21,𝚅,Twitter for Android,"RT @TAbrodi: I finished my side project ""Konoha"" 🚀

A simple way to search for Anime/Manga characters 😁

Live: https://t.co/lh9x51Pg5B

Git…",3,None,1019,895,0.06818181818181818,0.4285714285714286
2021-06-12 11:09:21,➳Leiji,Twitter for iPhone,RT @AnimesFeeIings: Gaming in anime 🎮 https://t.co/b0gaEFrS4Y,1175,None,592,574,0.0,0.0
2021-06-12 11:09:20,Nakama Store,NakamaStore,"Code Geass T-Shirts

#anime #manga #otaku #nakamastore.com https://t.co/YQCbzRfynB

Retweet if you like! https://t.co/HAltfOV8R9",0,anime,132,1224,0.0,0.0
2021-06-12 11:09:20,nia🍑,Twitter for iPad,"RT @AnimeContexts: Watching anime         Watching anime
when I was 6               now https://t.co/1aZMWjlte9",6493,None,957,520,0.0,0.0
2021-06-12 11:09:18,MOCHIE 🌸,Twitter for iPhone,RT @JinkxyHui: Sarada and sakura’s relationship is so beautiful. I think it deserves to be mention more in anime/manga. I also think we did…,36,None,73,304,0.675,0.75
2021-06-12 11:09:17,Reso_Lam,Twitter for Android,"RT @Kyonko_chann: So after watching the fiasco of @IDoGamesFL trying to get his copy of Fuuraiki 3, I've been patiently waiting on me since…",8,None,367,740,0.0,0.0
2021-06-12 11:09:17,용이~,Twitter for Android,"Way of the househusband is a dangerous anime. I'm out of breath, don't watch it.",0,None,7,25,-0.6,0.9
2021-06-12 11:09:16,Nichi D. Yomaru,Twitter Web App,"RT @Crunchyroll: NEWS: The Ancient Magus’ Bride OAD Delivers 1st Promo Ahead of September Release

✨MORE: https://t.co/fUcWSaXGkx https://t…",132,None,250,77,0.5,0.5
2021-06-12 11:09:15,Alys anime blogger,Twitter for Android,RT @WeebAhmad: Anime : Hunter x Hunter https://t.co/iAPgvKHZU3,525,None,1591,38,0.0,0.0
2021-06-12 11:09:15,🐣Dami Hoops ✱⁵ 🗝💕,Twitter for iPhone,"RT @Kevinhidayat24: About 'Your Name' ☄️
(Next anime..? 🤷‍♂️)
@5ecretNumber 
#SECRET_NUMBER
#시크릿넘버 https://t.co/qXeYhJ0Y4D",9,SECRET_NUMBER,1379,924,0.0,0.0
2021-06-12 11:09:14,Beast Boy Toy,Twitter for iPhone,RT @hobo_hiker: Beautiful Latina women that watch anime do NOT exist 😭😭,110,None,42,448,0.85,1.0
2021-06-12 11:09:13,4*4,Twitter Web App,"RT @Anime: Hey, Chuunibyou fans! Today is Rikka Takanashi’s birthday. Like, RT, and Comment to wish her a great one today! 🎂 https://t.co/4…",21,None,29,439,1.0,0.75
2021-06-12 11:09:12,🔍 Anime/Art Source Locator 🏳️‍⚧️,Anime SauceBot,"@Sinisterllly 𝗗𝗮𝘁𝗮𝗯𝗮𝘀𝗲: Anime

𝗧𝗶𝘁𝗹𝗲: Kill La Kill
𝗘𝗽𝗶𝘀𝗼𝗱𝗲: 01 ( ⏱️ 00:14:10 / 00:24:29 )
𝗔𝗰𝗰𝘂𝗿𝗮𝗰𝘆: 75.8% ( 🟡 Mediu… https://t.co/7cjxwGLz04",0,None,196725,40,0.0,0.0
2021-06-12 11:09:12,herald of andraste ✨,Twitter for iPhone,anime characters the fandoms love but  annoy me https://t.co/Ca1rvh3SQ5,0,None,90,425,0.5,0.6
2021-06-12 11:09:11,クロトマト,Twitter for Android,"RT @kuzia_y: 💙💙💙HappyBirthday💙💙💙
#鈴木美玲生誕祭2021 
#anime_eupho https://t.co/iDieQxgnHI",56,鈴木美玲生誕祭2021,391,697,0.0,0.0
2021-06-12 11:09:11,Jnr Kenpachi.,Twitter for iPhone,RT @hobo_hiker: Beautiful Latina women that watch anime do NOT exist 😭😭,110,None,1362,798,0.85,1.0
2021-06-12 11:09:10,TRF | Jonni and JNT | Tes,Twitter for iPhone,RT @TheOnePieceEra: Anime : One Piece https://t.co/RdN8a8bFSq,2690,None,133,185,0.0,0.0
2021-06-12 11:09:10,aygo,Twitter for Android,"RT @Anime: Tomoko suspects that her elder son, Hiroki, is gay. He hasn't told her outright, but he's also not the best at hiding things……",35,None,0,3,0.7083333333333334,0.44166666666666665
2021-06-12 11:09:09,✨🇵🇸✨,Twitter for Android,"RT @sowhat567: Most of the times i see ""my fav as this anime character"" posts i laugh so much cuz those fav look NOTHING like those anime c…",1,None,862,1019,0.3333333333333333,0.26666666666666666
2021-06-12 11:09:08,hideNseek|||☀🐿️,Twitter for Android,RT @AnimesFeeIings: Gaming in anime 🎮 https://t.co/b0gaEFrS4Y,1175,None,21,1301,0.0,0.0
2021-06-12 11:09:07,Death Deb for Cutie,Twitter for Android,"That's the thing with caring only about music I'm emotionally attached to. Indie music will make me nostalgic, Deat… https://t.co/oxnvPAjt26",0,None,360,499,-0.125,0.6625
